Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-24T00:00+02:00;2022-09-25T00:00+02:00;24.09.2022;6;2770
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-24T00:00+02:00;2022-09-25T00:00+02:00;24.09.2022;Totalt i retning Hamna;9797
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-24T00:00+02:00;2022-09-25T00:00+02:00;24.09.2022;Totalt i retning Langnestunnelen;11632
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-24T00:00+02:00;2022-09-25T00:00+02:00;24.09.2022;Totalt;21429
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;1;1462
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;2;571
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;3;2279
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;4;2330
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;6;1344
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;Totalt i retning Hamna;3739
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;Totalt i retning Langnestunnelen;4247
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-25T00:00+02:00;2022-09-26T00:00+02:00;25.09.2022;Totalt;7986
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;1;2795
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;2;2894
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;3;7808
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;4;7169
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;6;3501
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;Totalt i retning Hamna;10605
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;Totalt i retning Langnestunnelen;13562
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-26T00:00+02:00;2022-09-27T00:00+02:00;26.09.2022;Totalt;24167
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;1;2702
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;2;2629
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;3;7035
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;4;6601
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;6;3218
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;Totalt i retning Hamna;9737
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;Totalt i retning Langnestunnelen;12448
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-27T00:00+02:00;2022-09-28T00:00+02:00;27.09.2022;Totalt;22185
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;1;2818
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;2;2844
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;3;7473
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;4;6825
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;6;3295
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;Totalt i retning Hamna;10293
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;Totalt i retning Langnestunnelen;12962
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-28T00:00+02:00;2022-09-29T00:00+02:00;28.09.2022;Totalt;23255
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;1;2746
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;2;2875
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;3;7649
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;4;7038
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;6;3423
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;Totalt i retning Hamna;10398
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;Totalt i retning Langnestunnelen;13333
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-29T00:00+02:00;2022-09-30T00:00+02:00;29.09.2022;Totalt;23731
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;1;2805
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;2;3140
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;3;8342
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;4;7192
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;6;3965
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;Totalt i retning Hamna;11152
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;Totalt i retning Langnestunnelen;14292
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-30T00:00+02:00;2022-10-01T00:00+02:00;30.09.2022;Totalt;25444
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;1;2065
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;2;2283
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;3;7715
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;4;6588
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;6;3044
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;Totalt i retning Hamna;9780
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;Totalt i retning Langnestunnelen;11915
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;Totalt;21695
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;1;1392
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;2;714
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;3;2718
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;4;2839
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;6;1336
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt i retning Hamna;4110
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt i retning Langnestunnelen;4889
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt;8999
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;1;2828
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;2;3115
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;3;8000
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;4;7232
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;6;3405
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt i retning Hamna;10827
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt i retning Langnestunnelen;13753
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt;24580
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;1;2723
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;2;2860
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;3;7516
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;4;6774
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;6;3314
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt i retning Hamna;10240
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt i retning Langnestunnelen;12947
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt;23187
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;1;2831
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;2;2995
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;3;7855
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;4;7134
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;6;3405
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt i retning Hamna;10683
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt i retning Langnestunnelen;13537
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt;24220
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;1;2619
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;2;3092
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;3;8213
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;4;7281
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;6;3579
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt i retning Hamna;10832
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt i retning Langnestunnelen;13952
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt;24784
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;1;2424
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;2;2895
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;3;7898
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;4;6940
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;6;3587
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt i retning Hamna;10322
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt i retning Langnestunnelen;13422
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt;23744
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;1;1911
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;2;2090
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;3;7185
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;4;6438
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;6;2627
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt i retning Hamna;9094
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt i retning Langnestunnelen;11157
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt;20251
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;1;1088
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;2;516
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;3;1864
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;4;1858
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;6;924
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt i retning Hamna;2951
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt i retning Langnestunnelen;3299
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt;6250
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;1;2863
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;2;3050
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;3;7781
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;4;7383
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;6;3349
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt i retning Hamna;10646
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt i retning Langnestunnelen;13780
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt;24426
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;1;2689
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;2;2877
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;3;7365
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;4;6806
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;6;3243
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt i retning Hamna;10051
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt i retning Langnestunnelen;12929
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt;22980
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;1;2793
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;2;3051
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;3;8001
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;4;7328
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;6;3404
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt i retning Hamna;10796
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt i retning Langnestunnelen;13781
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt;24577
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;1;2725
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;2;3055
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;3;8055
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;4;7413
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;6;3394
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt i retning Hamna;10780
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt i retning Langnestunnelen;13862
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt;24642
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;1;2771
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;2;3123
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;3;8264
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;4;7162
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;6;3729
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt i retning Hamna;11029
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt i retning Langnestunnelen;14020
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt;25049
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;1;2286
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;2;2364
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;3;7689
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;4;6699
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;6;2927
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt i retning Hamna;9974
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt i retning Langnestunnelen;11991
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt;21965
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;1;1261
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;2;575
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;3;2187
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;4;2286
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;6;1068
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt i retning Hamna;3448
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt i retning Langnestunnelen;3929
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt;7377
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;1;2846
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;2;3249
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;3;7998
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;4;7362
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;6;3293
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt i retning Hamna;10848
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt i retning Langnestunnelen;13900
