Navn;Vegreferanse;Fra;Til;Dato;Trafikkmengde
Stakkevollvegen;KV37650 S1D1 m913;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;2407
Stakkevollvegen;KV37650 S1D1 m913;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;4994
Stakkevollvegen;KV37650 S1D1 m913;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;7401
Stakkevollvegen;KV37650 S1D1 m913;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;2636
Stakkevollvegen;KV37650 S1D1 m913;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;5273
Stakkevollvegen;KV37650 S1D1 m913;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;2618
Stakkevollvegen;KV37650 S1D1 m913;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;5291
Stakkevollvegen;KV37650 S1D1 m913;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;7909
Stakkevollvegen;KV37650 S1D1 m913;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;1360
Stakkevollvegen;KV37650 S1D1 m913;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;5122
Stakkevollvegen;KV37650 S1D1 m913;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;1335
Stakkevollvegen;KV37650 S1D1 m913;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;5147
Stakkevollvegen;KV37650 S1D1 m913;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;6482
Stakkevollvegen;KV37650 S1D1 m913;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;1157
Stakkevollvegen;KV37650 S1D1 m913;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;4152
Stakkevollvegen;KV37650 S1D1 m913;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;1135
Stakkevollvegen;KV37650 S1D1 m913;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;4174
Stakkevollvegen;KV37650 S1D1 m913;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;5309
Stakkevollvegen;KV37650 S1D1 m913;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;683
Stakkevollvegen;KV37650 S1D1 m913;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;2624
Stakkevollvegen;KV37650 S1D1 m913;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;672
Stakkevollvegen;KV37650 S1D1 m913;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;2635
Stakkevollvegen;KV37650 S1D1 m913;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;3307
Stakkevollvegen;KV37650 S1D1 m913;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;780
Stakkevollvegen;KV37650 S1D1 m913;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;1937
Stakkevollvegen;KV37650 S1D1 m913;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;770
Stakkevollvegen;KV37650 S1D1 m913;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;1947
Stakkevollvegen;KV37650 S1D1 m913;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;2717
Stakkevollvegen;KV37650 S1D1 m913;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;1747
Stakkevollvegen;KV37650 S1D1 m913;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;4774
Stakkevollvegen;KV37650 S1D1 m913;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;1724
Stakkevollvegen;KV37650 S1D1 m913;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;4797
Stakkevollvegen;KV37650 S1D1 m913;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;6521
Stakkevollvegen;KV37650 S1D1 m913;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;1956
Stakkevollvegen;KV37650 S1D1 m913;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;5004
Stakkevollvegen;KV37650 S1D1 m913;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;1921
Stakkevollvegen;KV37650 S1D1 m913;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;5039
Stakkevollvegen;KV37650 S1D1 m913;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;6960
Stakkevollvegen;KV37650 S1D1 m913;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;2119
Stakkevollvegen;KV37650 S1D1 m913;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;5093
Stakkevollvegen;KV37650 S1D1 m913;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;2095
Stakkevollvegen;KV37650 S1D1 m913;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;5117
Stakkevollvegen;KV37650 S1D1 m913;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;7212
Stakkevollvegen;KV37650 S1D1 m913;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;1949
Stakkevollvegen;KV37650 S1D1 m913;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;4894
Stakkevollvegen;KV37650 S1D1 m913;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;1907
Stakkevollvegen;KV37650 S1D1 m913;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;4936
Stakkevollvegen;KV37650 S1D1 m913;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;6843
Stakkevollvegen;KV37650 S1D1 m913;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;1271
Stakkevollvegen;KV37650 S1D1 m913;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;4533
Stakkevollvegen;KV37650 S1D1 m913;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;1260
Stakkevollvegen;KV37650 S1D1 m913;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;4544
Stakkevollvegen;KV37650 S1D1 m913;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;5804
Stakkevollvegen;KV37650 S1D1 m913;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;1039
Stakkevollvegen;KV37650 S1D1 m913;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;2728
Stakkevollvegen;KV37650 S1D1 m913;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;1028
Stakkevollvegen;KV37650 S1D1 m913;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;2739
Stakkevollvegen;KV37650 S1D1 m913;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;3767
Stakkevollvegen;KV37650 S1D1 m913;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;925
Stakkevollvegen;KV37650 S1D1 m913;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;1998
Stakkevollvegen;KV37650 S1D1 m913;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;924
Stakkevollvegen;KV37650 S1D1 m913;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;1999
Stakkevollvegen;KV37650 S1D1 m913;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;2923
Stakkevollvegen;KV37650 S1D1 m913;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;1988
Stakkevollvegen;KV37650 S1D1 m913;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;4595
Stakkevollvegen;KV37650 S1D1 m913;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;1975
Stakkevollvegen;KV37650 S1D1 m913;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;4608
Stakkevollvegen;KV37650 S1D1 m913;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;6583
Stakkevollvegen;KV37650 S1D1 m913;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;2474
Stakkevollvegen;KV37650 S1D1 m913;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;4486
Stakkevollvegen;KV37650 S1D1 m913;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;2446
Stakkevollvegen;KV37650 S1D1 m913;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;4514
Stakkevollvegen;KV37650 S1D1 m913;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;6960
Stakkevollvegen;KV37650 S1D1 m913;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;2562
Stakkevollvegen;KV37650 S1D1 m913;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;4772
Stakkevollvegen;KV37650 S1D1 m913;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;2543
Stakkevollvegen;KV37650 S1D1 m913;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;4791
Stakkevollvegen;KV37650 S1D1 m913;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;7334
Stakkevollvegen;KV37650 S1D1 m913;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;2032
Stakkevollvegen;KV37650 S1D1 m913;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;4276
Stakkevollvegen;KV37650 S1D1 m913;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;2021
Stakkevollvegen;KV37650 S1D1 m913;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;4287
Stakkevollvegen;KV37650 S1D1 m913;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;6308
Stakkevollvegen;KV37650 S1D1 m913;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;1605
Stakkevollvegen;KV37650 S1D1 m913;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;4256
Stakkevollvegen;KV37650 S1D1 m913;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;1583
Stakkevollvegen;KV37650 S1D1 m913;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;4278
Stakkevollvegen;KV37650 S1D1 m913;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;5861
Stakkevollvegen;KV37650 S1D1 m913;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;988
Stakkevollvegen;KV37650 S1D1 m913;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;2583
Stakkevollvegen;KV37650 S1D1 m913;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;981
Stakkevollvegen;KV37650 S1D1 m913;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;2590
Stakkevollvegen;KV37650 S1D1 m913;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;3571
Stakkevollvegen;KV37650 S1D1 m913;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;918
Stakkevollvegen;KV37650 S1D1 m913;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;2014
Stakkevollvegen;KV37650 S1D1 m913;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;911
Stakkevollvegen;KV37650 S1D1 m913;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;2021
Stakkevollvegen;KV37650 S1D1 m913;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;2932
Stakkevollvegen;KV37650 S1D1 m913;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;1868
Stakkevollvegen;KV37650 S1D1 m913;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;4727
Stakkevollvegen;KV37650 S1D1 m913;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;1848
Stakkevollvegen;KV37650 S1D1 m913;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;4747
Stakkevollvegen;KV37650 S1D1 m913;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;6595
Stakkevollvegen;KV37650 S1D1 m913;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;1429
Stakkevollvegen;KV37650 S1D1 m913;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;4602
Stakkevollvegen;KV37650 S1D1 m913;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;1395
Stakkevollvegen;KV37650 S1D1 m913;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;4636
Stakkevollvegen;KV37650 S1D1 m913;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;6031
Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;1866
Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;4646
Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;1841
Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;4671
Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;6512
Stakkevollvegen;KV37650 S1D1 m913;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;1213
Stakkevollvegen;KV37650 S1D1 m913;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;4310
Stakkevollvegen;KV37650 S1D1 m913;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;1179
Stakkevollvegen;KV37650 S1D1 m913;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;4344
Stakkevollvegen;KV37650 S1D1 m913;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;5523
Stakkevollvegen;KV37650 S1D1 m913;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;760
Stakkevollvegen;KV37650 S1D1 m913;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;4013
Stakkevollvegen;KV37650 S1D1 m913;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;735
Stakkevollvegen;KV37650 S1D1 m913;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;4038
Stakkevollvegen;KV37650 S1D1 m913;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;4773
Stakkevollvegen;KV37650 S1D1 m913;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;916
Stakkevollvegen;KV37650 S1D1 m913;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;2591
Stakkevollvegen;KV37650 S1D1 m913;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;902
Stakkevollvegen;KV37650 S1D1 m913;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;2605
Stakkevollvegen;KV37650 S1D1 m913;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;3507
Stakkevollvegen;KV37650 S1D1 m913;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;1000
Stakkevollvegen;KV37650 S1D1 m913;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;1960
Stakkevollvegen;KV37650 S1D1 m913;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;991
Stakkevollvegen;KV37650 S1D1 m913;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;1969
Stakkevollvegen;KV37650 S1D1 m913;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;2960
Stakkevollvegen;KV37650 S1D1 m913;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;1585
Stakkevollvegen;KV37650 S1D1 m913;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;3839
Stakkevollvegen;KV37650 S1D1 m913;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;1568
Stakkevollvegen;KV37650 S1D1 m913;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;3856
Stakkevollvegen;KV37650 S1D1 m913;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;5424
Stakkevollvegen;KV37650 S1D1 m913;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;2452
Stakkevollvegen;KV37650 S1D1 m913;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;4890
Stakkevollvegen;KV37650 S1D1 m913;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;2433
Stakkevollvegen;KV37650 S1D1 m913;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;4909
Stakkevollvegen;KV37650 S1D1 m913;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;7342
Stakkevollvegen;KV37650 S1D1 m913;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;2369
Stakkevollvegen;KV37650 S1D1 m913;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;4402
Stakkevollvegen;KV37650 S1D1 m913;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;2355
Stakkevollvegen;KV37650 S1D1 m913;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;4416
Stakkevollvegen;KV37650 S1D1 m913;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;6771
Stakkevollvegen;KV37650 S1D1 m913;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;2139
Stakkevollvegen;KV37650 S1D1 m913;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;3613
Stakkevollvegen;KV37650 S1D1 m913;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;2093
Stakkevollvegen;KV37650 S1D1 m913;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;3659
Stakkevollvegen;KV37650 S1D1 m913;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;5752
Stakkevollvegen;KV37650 S1D1 m913;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;2164
Stakkevollvegen;KV37650 S1D1 m913;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;3935
Stakkevollvegen;KV37650 S1D1 m913;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;2152
Stakkevollvegen;KV37650 S1D1 m913;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;3947
Stakkevollvegen;KV37650 S1D1 m913;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;6099
Stakkevollvegen;KV37650 S1D1 m913;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;1194
Stakkevollvegen;KV37650 S1D1 m913;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;2413
Stakkevollvegen;KV37650 S1D1 m913;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;1189
Stakkevollvegen;KV37650 S1D1 m913;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;2418
Stakkevollvegen;KV37650 S1D1 m913;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;3607
Stakkevollvegen;KV37650 S1D1 m913;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;931
Stakkevollvegen;KV37650 S1D1 m913;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;1764
Stakkevollvegen;KV37650 S1D1 m913;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;928
Stakkevollvegen;KV37650 S1D1 m913;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;1767
Stakkevollvegen;KV37650 S1D1 m913;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;2695
Stakkevollvegen;KV37650 S1D1 m913;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;3103
Stakkevollvegen;KV37650 S1D1 m913;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;4982
Stakkevollvegen;KV37650 S1D1 m913;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;3082
Stakkevollvegen;KV37650 S1D1 m913;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;5003
Stakkevollvegen;KV37650 S1D1 m913;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;8085
Stakkevollvegen;KV37650 S1D1 m913;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;3008
Stakkevollvegen;KV37650 S1D1 m913;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;4915
Stakkevollvegen;KV37650 S1D1 m913;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;2993
Stakkevollvegen;KV37650 S1D1 m913;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;4930
Stakkevollvegen;KV37650 S1D1 m913;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;7923
Stakkevollvegen;KV37650 S1D1 m913;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;2740
Stakkevollvegen;KV37650 S1D1 m913;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;4783
Stakkevollvegen;KV37650 S1D1 m913;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;2725
Stakkevollvegen;KV37650 S1D1 m913;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;4798
Stakkevollvegen;KV37650 S1D1 m913;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;7523
Stakkevollvegen;KV37650 S1D1 m913;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;2746
Stakkevollvegen;KV37650 S1D1 m913;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;4503
Stakkevollvegen;KV37650 S1D1 m913;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;2723
Stakkevollvegen;KV37650 S1D1 m913;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;4526
Stakkevollvegen;KV37650 S1D1 m913;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;7249
Stakkevollvegen;KV37650 S1D1 m913;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;3053
Stakkevollvegen;KV37650 S1D1 m913;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;4529
Stakkevollvegen;KV37650 S1D1 m913;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;3039
Stakkevollvegen;KV37650 S1D1 m913;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;4543
Stakkevollvegen;KV37650 S1D1 m913;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;7582
Stakkevollvegen;KV37650 S1D1 m913;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;1298
Stakkevollvegen;KV37650 S1D1 m913;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;2615
Stakkevollvegen;KV37650 S1D1 m913;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;1294
Stakkevollvegen;KV37650 S1D1 m913;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;2619
Stakkevollvegen;KV37650 S1D1 m913;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;3913
Stakkevollvegen;KV37650 S1D1 m913;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;1371
Stakkevollvegen;KV37650 S1D1 m913;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;2096
Stakkevollvegen;KV37650 S1D1 m913;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;1369
Stakkevollvegen;KV37650 S1D1 m913;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;2098
Stakkevollvegen;KV37650 S1D1 m913;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;3467
Stakkevollvegen;KV37650 S1D1 m913;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;2635
Stakkevollvegen;KV37650 S1D1 m913;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;4617
Stakkevollvegen;KV37650 S1D1 m913;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;2617
Stakkevollvegen;KV37650 S1D1 m913;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;4635
Stakkevollvegen;KV37650 S1D1 m913;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;7252
Stakkevollvegen;KV37650 S1D1 m913;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;2197
Stakkevollvegen;KV37650 S1D1 m913;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;4415
Stakkevollvegen;KV37650 S1D1 m913;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;2181
Stakkevollvegen;KV37650 S1D1 m913;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;4431
Stakkevollvegen;KV37650 S1D1 m913;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;6612
Stakkevollvegen;KV37650 S1D1 m913;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;2328
Stakkevollvegen;KV37650 S1D1 m913;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;4406
Stakkevollvegen;KV37650 S1D1 m913;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;2310
Stakkevollvegen;KV37650 S1D1 m913;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;4424
Stakkevollvegen;KV37650 S1D1 m913;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;6734
Stakkevollvegen;KV37650 S1D1 m913;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;3206
Stakkevollvegen;KV37650 S1D1 m913;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;4890
Stakkevollvegen;KV37650 S1D1 m913;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;3185
